,air_pressure(mBar),date,coordinates,air_temperature,mass_concentration_of_chlorophyll_in_sea_water,relative_humidity,mass_concentration_of_oxygen_in_sea_wate,sea_water_practical_salinity,USA_SSHS,xco2,Methane_ppbv,tropical_storm_occurence
24851,1020.2,20210709,29.0-89.0,28.8,,,,,,,1911.9857804232804,0.0
24852,1019.4,20210709,30.0-90.0,29.6,,,,,,,1911.9857804232804,0.0
24853,1019.2,20210709,30.0-91.0,28.5,,,,,,,1911.9857804232804,0.0
24854,1015.8,20210709,30.0-93.0,28.4,,,,,,,1911.9857804232804,0.0
24855,1015.9,20210709,30.0-94.0,28.2,,,,,,,1911.9857804232804,0.0
24856,1016.2,20210709,30.0-95.0,24.4,,,,,,,1911.9857804232804,0.0
24857,1014.8,20210709,29.0-96.0,24.9,,,,,,,1911.9857804232804,0.0
24858,1015.0,20210709,29.0-97.0,26.0,,,,,,,1911.9857804232804,0.0
24859,1015.5,20210709,29.0-95.0,26.4,,,,,,,1911.9857804232804,0.0
24860,1019.0,20210709,29.0-91.0,28.7,14.05,,6.94,,,,1911.9857804232804,0.0
24861,1022.0,20210709,30.0-88.0,24.0,,,0.0,,,,1911.9857804232804,0.0
24862,,20210709,28.0-95.0,28.6,,,,,,,1911.9857804232804,0.0
24863,,20210709,29.0-94.0,25.6,,,,,,,1911.9857804232804,0.0
24864,,20210709,30.0-89.0,28.0,,,,,,,1911.9857804232804,0.0
24865,1015.0,20210710,28.0-96.0,28.4,,,,,,,,0.0
24866,1019.1,20210710,29.0-90.0,28.4,,,,,,,,0.0
24867,1018.4,20210710,30.0-87.0,27.5,,,,,,,,0.0
24868,1018.1,20210710,29.0-89.0,29.2,,,,,,,,0.0
24869,1017.6,20210710,30.0-90.0,29.8,,,,,,,,0.0
24870,1017.8,20210710,30.0-91.0,29.3,,,,,,,,0.0
24871,1014.8,20210710,30.0-93.0,28.8,,,,,,,,0.0
24872,1014.5,20210710,30.0-94.0,28.7,,,,,,,,0.0
24873,1015.5,20210710,30.0-95.0,30.1,,,,,,,,0.0
24874,1015.2,20210710,28.0-97.0,28.8,,,,,,,,0.0
24875,1015.4,20210710,29.0-96.0,28.7,,,,,,,,0.0
24876,1015.2,20210710,29.0-97.0,28.6,,,,,,,,0.0
24877,1015.7,20210710,29.0-95.0,29.6,,,,,,,,0.0
24878,1017.0,20210710,29.0-91.0,28.9,-9999.0,,-9999.0,,,,,0.0
24879,1019.0,20210710,30.0-88.0,26.3,,,0.0,,,,,0.0
24880,,20210710,28.0-95.0,28.4,,,,,,,,0.0
24881,,20210710,29.0-94.0,29.1,,,,,,,,0.0
24882,,20210710,30.0-89.0,31.0,,,,,,,,0.0
24883,1014.3,20210711,28.0-96.0,28.9,,,,,,,1911.259300595238,0.0
24884,1018.1,20210711,29.0-90.0,28.8,,,,,,,1911.259300595238,0.0
24885,1018.8,20210711,30.0-87.0,23.5,,,,,,,1911.259300595238,0.0
24886,1017.7,20210711,29.0-89.0,29.1,,,,,,,1911.259300595238,0.0
24887,1017.2,20210711,30.0-90.0,24.3,,,,,,,1911.259300595238,0.0
24888,1016.6,20210711,30.0-91.0,30.0,,,,,,,1911.259300595238,0.0
24889,1013.6,20210711,30.0-93.0,29.0,,,,,,,1911.259300595238,0.0
24890,1013.5,20210711,30.0-94.0,28.7,,,,,,,1911.259300595238,0.0
24891,1014.3,20210711,30.0-95.0,30.4,,,,,,,1911.259300595238,0.0
24892,1014.1,20210711,28.0-97.0,29.1,,,,,,,1911.259300595238,0.0
24893,1014.2,20210711,29.0-96.0,29.1,,,,,,,1911.259300595238,0.0
24894,1013.9,20210711,29.0-97.0,29.1,,,,,,,1911.259300595238,0.0
24895,1014.4,20210711,29.0-95.0,29.7,,,,,,,1911.259300595238,0.0
24896,1016.0,20210711,29.0-91.0,29.2,-9999.0,,-9999.0,,,,1911.259300595238,0.0
24897,1018.0,20210711,30.0-88.0,24.6,,,0.0,,,,1911.259300595238,0.0
24898,,20210711,28.0-95.0,28.5,,,,,,,1911.259300595238,0.0
24899,,20210711,29.0-94.0,28.9,,,,,,,1911.259300595238,0.0
24900,,20210711,30.0-89.0,26.4,,,,,,,1911.259300595238,0.0
24901,,20210711,29.0-92.0,,,,,,,414.904266357422,1911.259300595238,0.0
24902,,20210711,29.0-92.0,,,,,,,412.925537109375,1911.259300595238,0.0
24903,,20210711,29.0-92.0,,,,,,,417.636993408203,1911.259300595238,0.0
24904,1017.3,20210712,28.0-96.0,28.7,,,,,,,1912.2763723544967,0.0
24905,1020.1,20210712,29.0-90.0,27.5,,,,,,,1912.2763723544967,0.0
24906,1016.5,20210712,28.0-97.0,29.7,,,4.49,,,,1912.2763723544967,0.0
24907,1022.6,20210712,30.0-87.0,23.9,,,,,,,1912.2763723544967,0.0
24908,1019.2,20210712,29.0-89.0,28.2,,,,,,,1912.2763723544967,0.0
24909,1018.1,20210712,30.0-90.0,29.3,,,,,,,1912.2763723544967,0.0
24910,1018.5,20210712,30.0-91.0,28.3,,,,,,,1912.2763723544967,0.0
24911,1016.3,20210712,30.0-93.0,29.0,,,,,,,1912.2763723544967,0.0
24912,1017.1,20210712,30.0-94.0,29.2,,,,,,,1912.2763723544967,0.0
24913,1018.2,20210712,30.0-95.0,26.2,,,,,,,1912.2763723544967,0.0
24914,1018.0,20210712,29.0-95.0,29.7,,,,,,,1912.2763723544967,0.0
24915,1017.5,20210712,29.0-96.0,29.5,,,,,,,1912.2763723544967,0.0
24916,1017.4,20210712,29.0-97.0,28.8,,,,,,,1912.2763723544967,0.0
24917,1019.64,20210712,30.0-88.0,25.12,,,0.0,,,,1912.2763723544967,0.0
24918,1018.0,20210712,29.0-91.0,28.6,-9999.0,,-9999.0,,,,1912.2763723544967,0.0
24919,,20210712,28.0-95.0,28.8,,,,,,,1912.2763723544967,0.0
24920,,20210712,29.0-94.0,29.6,,,,,,,1912.2763723544967,0.0
24921,,20210712,30.0-89.0,30.5,,,,,,,1912.2763723544967,0.0
24922,1019.4,20210713,28.0-96.0,29.3,,,,,,,,0.0
24923,1018.9,20210713,28.0-97.0,29.7,,,3.8,,,,,0.0
24924,1022.0,20210713,30.0-87.0,30.0,,,,,,,,0.0
24925,1022.0,20210713,29.0-89.0,31.6,,,,,,,,0.0
24926,1021.7,20210713,29.0-90.0,29.4,,,,,,,,0.0
24927,1021.3,20210713,30.0-90.0,30.3,,,,,,,,0.0
24928,1021.0,20210713,30.0-91.0,23.7,,,,,,,,0.0
24929,1018.6,20210713,30.0-93.0,29.7,,,,,,,,0.0
24930,1020.1,20210713,30.0-94.0,30.9,,,,,,,,0.0
24931,1020.1,20210713,30.0-95.0,29.5,,,,,,,,0.0
24932,1019.7,20210713,29.0-95.0,29.7,,,,,,,,0.0
24933,1019.4,20210713,29.0-96.0,29.3,,,,,,,,0.0
24934,1019.7,20210713,29.0-97.0,27.7,,,,,,,,0.0
24935,1020.0,20210713,29.0-91.0,28.8,-9999.0,,-9999.0,,,,,0.0
24936,1022.0,20210713,30.0-88.0,29.2,,,0.0,,,,,0.0
24937,,20210713,28.0-95.0,29.0,,,,,,,,0.0
24938,,20210713,29.0-94.0,29.4,,,,,,,,0.0
24939,,20210713,30.0-89.0,32.0,,,,,,,,0.0
24940,,20210713,29.0-92.0,,,,,,,415.641662597656,,0.0
24941,1018.6,20210714,28.0-96.0,29.1,,,,,,,1911.549892526455,0.0
24942,1018.2,20210714,28.0-97.0,29.5,,,2.95,,,,1911.549892526455,0.0
24943,1022.4,20210714,30.0-87.0,29.8,,,,,,,1911.549892526455,0.0
24944,1021.5,20210714,29.0-89.0,30.6,,,,,,,1911.549892526455,0.0
24945,1021.2,20210714,29.0-90.0,28.2,,,,,,,1911.549892526455,0.0
24946,1021.4,20210714,30.0-90.0,29.2,,,,,,,1911.549892526455,0.0
24947,1021.8,20210714,30.0-91.0,25.8,,,,,,,1911.549892526455,0.0
24948,1018.7,20210714,30.0-93.0,29.6,,,,,,,1911.549892526455,0.0
24949,1019.2,20210714,30.0-94.0,28.7,,,,,,,1911.549892526455,0.0
24950,1019.3,20210714,30.0-95.0,29.3,,,,,,,1911.549892526455,0.0
24951,1018.6,20210714,29.0-96.0,29.1,,,,,,,1911.549892526455,0.0
24952,1018.6,20210714,29.0-97.0,29.1,,,,,,,1911.549892526455,0.0
24953,1019.0,20210714,29.0-95.0,29.0,,,,,,,1911.549892526455,0.0
24954,1020.0,20210714,29.0-91.0,27.4,-9999.0,,-9999.0,,,,1911.549892526455,0.0
24955,1022.0,20210714,30.0-88.0,29.2,,,0.0,,,,1911.549892526455,0.0
24956,,20210714,28.0-95.0,28.8,,,,,,,1911.549892526455,0.0
24957,,20210714,29.0-94.0,29.1,,,,,,,1911.549892526455,0.0
24958,,20210714,30.0-89.0,31.8,,,,,,,1911.549892526455,0.0
24959,1016.6,20210715,28.0-96.0,29.1,,,,,,,1912.5669642857144,0.0
24960,1015.4,20210715,28.0-97.0,29.9,,,8.43,,,,1912.5669642857144,0.0
24961,1019.0,20210715,30.0-87.0,30.7,,,,,,,1912.5669642857144,0.0
24962,1018.5,20210715,29.0-89.0,31.7,,,,,,,1912.5669642857144,0.0
24963,1018.5,20210715,30.0-90.0,29.5,,,,,,,1912.5669642857144,0.0
24964,1018.8,20210715,30.0-91.0,28.5,,,,,,,1912.5669642857144,0.0
24965,1016.2,20210715,30.0-93.0,29.4,,,,,,,1912.5669642857144,0.0
24966,1016.5,20210715,30.0-94.0,29.1,,,,,,,1912.5669642857144,0.0
24967,1016.9,20210715,30.0-95.0,27.6,,,,,,,1912.5669642857144,0.0
24968,1016.1,20210715,29.0-96.0,29.5,,,,,,,1912.5669642857144,0.0
24969,1015.9,20210715,29.0-97.0,30.3,,,,,,,1912.5669642857144,0.0
24970,1016.7,20210715,29.0-95.0,29.9,,,,,,,1912.5669642857144,0.0
24971,1019.1,20210715,29.0-90.0,28.3,,,,,,,1912.5669642857144,0.0
24972,1018.0,20210715,29.0-91.0,28.8,-9999.0,,-9999.0,,,,1912.5669642857144,0.0
24973,1019.0,20210715,30.0-88.0,29.5,,,0.0,,,,1912.5669642857144,0.0
24974,,20210715,28.0-95.0,28.7,,,,,,,1912.5669642857144,0.0
24975,,20210715,29.0-94.0,29.3,,,,,,,1912.5669642857144,0.0
24976,,20210715,30.0-89.0,31.9,,,,,,,1912.5669642857144,0.0
24977,,20210715,29.0-92.0,,,,,,,415.852722167969,1912.5669642857144,0.0
24978,,20210715,29.0-92.0,,,,,,,415.409454345703,1912.5669642857144,0.0
24979,,20210715,29.0-92.0,,,,,,,415.126495361328,1912.5669642857144,0.0
24980,,20210715,29.0-92.0,,,,,,,415.191711425781,1912.5669642857144,0.0
24981,,20210715,29.0-92.0,,,,,,,422.321197509766,1912.5669642857144,0.0
24982,,20210715,29.0-92.0,,,,,,,414.914733886719,1912.5669642857144,0.0
24983,,20210715,29.0-92.0,,,,,,,417.219085693359,1912.5669642857144,0.0
24984,1014.8,20210716,28.0-96.0,29.4,,,,,,,,0.0
24985,1013.7,20210716,28.0-97.0,29.7,,,8.06,,,,,0.0
24986,1018.1,20210716,30.0-87.0,28.9,,,,,,,,0.0
24987,1017.7,20210716,29.0-89.0,29.4,,,,,,,,0.0
24988,1017.9,20210716,30.0-90.0,25.1,,,,,,,,0.0
24989,1018.4,20210716,30.0-91.0,28.0,,,,,,,,0.0
24990,1014.6,20210716,30.0-93.0,29.5,,,,,,,,0.0
24991,1014.9,20210716,30.0-94.0,29.3,,,,,,,,0.0
24992,1015.2,20210716,30.0-95.0,30.2,,,,,,,,0.0
24993,1015.0,20210716,29.0-95.0,29.9,,,,,,,,0.0
24994,1014.6,20210716,29.0-96.0,29.5,,,,,,,,0.0
24995,1014.3,20210716,29.0-97.0,30.1,,,,,,,,0.0
24996,1017.0,20210716,29.0-91.0,29.0,17.74,,5.77,,,,,0.0
24997,1019.0,20210716,30.0-88.0,26.6,,,0.0,,,,,0.0
24998,1018.1,20210716,29.0-90.0,28.0,,,,,,,,0.0
24999,,20210716,28.0-95.0,29.1,,,,,,,,0.0
25000,,20210716,29.0-94.0,29.3,,,,,,,,0.0
25001,,20210716,30.0-89.0,30.0,,,,,,,,0.0
25002,1016.5,20210717,28.0-96.0,29.1,,,,,,,1911.840484457672,0.0
25003,1015.6,20210717,28.0-97.0,30.2,,,8.31,,,,1911.840484457672,0.0
25004,1019.8,20210717,30.0-87.0,29.7,,,,,,,1911.840484457672,0.0
25005,1019.1,20210717,29.0-89.0,31.5,,,,,,,1911.840484457672,0.0
25006,1018.4,20210717,30.0-90.0,30.1,,,,,,,1911.840484457672,0.0
25007,1018.6,20210717,30.0-91.0,27.2,,,,,,,1911.840484457672,0.0
25008,1015.8,20210717,30.0-93.0,30.0,,,,,,,1911.840484457672,0.0
25009,1016.1,20210717,30.0-94.0,29.6,,,,,,,1911.840484457672,0.0
25010,1016.4,20210717,30.0-95.0,30.3,,,,,,,1911.840484457672,0.0
25011,1016.1,20210717,29.0-96.0,29.8,,,,,,,1911.840484457672,0.0
25012,1016.1,20210717,29.0-97.0,29.7,,,,,,,1911.840484457672,0.0
25013,1016.2,20210717,29.0-95.0,30.1,,,,,,,1911.840484457672,0.0
25014,1018.0,20210717,29.0-91.0,29.4,-9999.0,,-9999.0,,,,1911.840484457672,0.0
25015,1020.0,20210717,30.0-88.0,28.1,,,0.0,,,,1911.840484457672,0.0
25016,1019.1,20210717,29.0-90.0,28.5,,,,,,,1911.840484457672,0.0
25017,,20210717,28.0-95.0,29.3,,,,,,,1911.840484457672,0.0
25018,,20210717,29.0-94.0,29.9,,,,,,,1911.840484457672,0.0
25019,,20210717,30.0-89.0,31.1,,,,,,,1911.840484457672,0.0
25020,1017.0,20210718,28.0-96.0,29.6,,,,,,,1912.8575562169312,0.0
25021,1019.6,20210718,30.0-87.0,28.6,,,,,,,1912.8575562169312,0.0
25022,1018.6,20210718,29.0-89.0,29.2,,,,,,,1912.8575562169312,0.0
25023,1018.9,20210718,30.0-90.0,28.3,,,,,,,1912.8575562169312,0.0
25024,1018.8,20210718,30.0-91.0,27.2,,,,,,,1912.8575562169312,0.0
25025,1015.9,20210718,30.0-93.0,29.9,,,,,,,1912.8575562169312,0.0
25026,1016.4,20210718,30.0-94.0,29.9,,,,,,,1912.8575562169312,0.0
25027,1016.9,20210718,30.0-95.0,30.2,,,,,,,1912.8575562169312,0.0
25028,1016.9,20210718,28.0-97.0,30.5,,,10.88,,,,1912.8575562169312,0.0
25029,1016.6,20210718,29.0-96.0,29.9,,,,,,,1912.8575562169312,0.0
25030,1016.7,20210718,29.0-97.0,30.7,,,,,,,1912.8575562169312,0.0
25031,1016.8,20210718,29.0-95.0,30.4,,,,,,,1912.8575562169312,0.0
25032,1018.0,20210718,29.0-91.0,29.3,-9999.0,,-9999.0,,,,1912.8575562169312,0.0
25033,1020.0,20210718,30.0-88.0,28.2,,,0.0,,,,1912.8575562169312,0.0
25034,1019.1,20210718,29.0-90.0,28.7,,,,,,,1912.8575562169312,0.0
25035,,20210718,28.0-95.0,29.5,,,,,,,1912.8575562169312,0.0
25036,,20210718,29.0-94.0,29.9,,,,,,,1912.8575562169312,0.0
25037,,20210718,30.0-89.0,30.9,,,,,,,1912.8575562169312,0.0
25038,,20210718,29.0-92.0,,,,,,,412.026550292969,1912.8575562169312,0.0
25039,,20210718,29.0-92.0,,,,,,,407.417999267578,1912.8575562169312,0.0
25040,1016.3,20210719,30.0-87.0,26.5,,,,,,,,0.0
25041,1016.1,20210719,29.0-89.0,29.3,,,,,,,,0.0
25042,1015.8,20210719,29.0-90.0,29.8,,,,,,,,0.0
25043,1016.1,20210719,30.0-90.0,28.7,,,,,,,,0.0
25044,1016.1,20210719,30.0-91.0,28.9,,,,,,,,0.0
25045,1013.3,20210719,30.0-93.0,25.8,,,,,,,,0.0
25046,1013.8,20210719,29.0-96.0,30.3,,,,,,,,0.0
25047,1013.6,20210719,29.0-97.0,31.2,,,,,,,,0.0
25048,1013.6,20210719,29.0-95.0,28.8,,,,,,,,0.0
25049,1014.0,20210719,28.0-96.0,29.8,,,,,,,,0.0
25050,1015.1,20210719,30.0-94.0,25.5,,,,,,,,0.0
25051,1015.0,20210719,29.0-91.0,30.0,-9999.0,,-9999.0,,,,,0.0
25052,1017.0,20210719,30.0-88.0,22.9,,,0.0,,,,,0.0
25053,1014.3,20210719,28.0-97.0,30.6,,,8.93,,,,,0.0
25054,1013.8,20210719,30.0-95.0,29.2,,,,,,,,0.0
25055,,20210719,28.0-95.0,29.5,,,,,,,,0.0
25056,,20210719,29.0-94.0,29.7,,,,,,,,0.0
25057,,20210719,30.0-89.0,29.0,,,,,,,,0.0
25058,,20210719,29.0-92.0,,,,,,,416.178009033203,,0.0
25059,,20210719,29.0-92.0,,,,,,,414.640838623047,,0.0
25060,,20210719,29.0-92.0,,,,,,,417.315002441406,,0.0
25061,,20210719,29.0-92.0,,,,,,,418.057434082031,,0.0
25062,,20210719,29.0-92.0,,,,,,,414.551635742188,,0.0
25063,,20210719,29.0-92.0,,,,,,,414.453674316406,,0.0
25064,1013.8,20210720,30.0-87.0,28.6,,,,,,,1912.131076388889,0.0
25065,1013.6,20210720,29.0-89.0,26.6,,,,,,,1912.131076388889,0.0
25066,1013.4,20210720,29.0-90.0,27.0,,,,,,,1912.131076388889,0.0
25067,1012.8,20210720,30.0-90.0,28.5,,,,,,,1912.131076388889,0.0
25068,1012.9,20210720,30.0-91.0,26.8,,,,,,,1912.131076388889,0.0
25069,1009.9,20210720,30.0-93.0,27.8,,,,,,,1912.131076388889,0.0
25070,1011.4,20210720,29.0-95.0,28.4,,,,,,,1912.131076388889,0.0
25071,1011.5,20210720,29.0-96.0,29.0,,,,,,,1912.131076388889,0.0
25072,1012.1,20210720,29.0-97.0,30.8,,,,,,,1912.131076388889,0.0
25073,1012.0,20210720,29.0-91.0,27.1,20.51,,7.44,,,,1912.131076388889,0.0
25074,1014.0,20210720,30.0-88.0,27.5,,,0.0,,,,1912.131076388889,0.0
25075,1012.3,20210720,28.0-97.0,21.7,,,7.79,,,,1912.131076388889,0.0
25076,1012.1,20210720,28.0-96.0,28.1,,,,,,,1912.131076388889,0.0
25077,1010.9,20210720,30.0-95.0,29.9,,,,,,,1912.131076388889,0.0
25078,1011.4,20210720,30.0-94.0,28.2,,,,,,,1912.131076388889,0.0
25079,,20210720,28.0-95.0,27.9,,,,,,,1912.131076388889,0.0
25080,,20210720,29.0-94.0,28.0,,,,,,,1912.131076388889,0.0
25081,,20210720,30.0-89.0,30.7,,,,,,,1912.131076388889,0.0
25082,1015.0,20210721,28.0-96.0,28.2,,,,,,,1913.148148148148,0.0
25083,1015.4,20210721,28.0-97.0,28.8,,,9.42,,,,1913.148148148148,0.0
25084,1016.7,20210721,30.0-87.0,29.9,,,,,,,1913.148148148148,0.0
25085,1016.9,20210721,29.0-89.0,29.7,,,,,,,1913.148148148148,0.0
25086,1016.3,20210721,29.0-90.0,30.2,,,,,,,1913.148148148148,0.0
25087,1015.7,20210721,30.0-90.0,31.8,,,,,,,1913.148148148148,0.0
25088,1016.3,20210721,30.0-91.0,29.3,,,,,,,1913.148148148148,0.0
25089,1014.1,20210721,30.0-93.0,28.9,,,,,,,1913.148148148148,0.0
25090,1014.5,20210721,30.0-94.0,28.9,,,,,,,1913.148148148148,0.0
25091,1015.2,20210721,30.0-95.0,29.2,,,,,,,1913.148148148148,0.0
25092,1015.5,20210721,29.0-96.0,28.0,,,,,,,1913.148148148148,0.0
25093,1015.7,20210721,29.0-97.0,29.3,,,,,,,1913.148148148148,0.0
25094,1015.6,20210721,29.0-95.0,29.8,,,,,,,1913.148148148148,0.0
25095,1016.0,20210721,29.0-91.0,29.4,-9999.0,,-9999.0,,,,1913.148148148148,0.0
25096,1017.0,20210721,30.0-88.0,29.2,,,0.0,,,,1913.148148148148,0.0
25097,,20210721,28.0-95.0,27.7,,,,,,,1913.148148148148,0.0
25098,,20210721,29.0-94.0,28.4,,,,,,,1913.148148148148,0.0
25099,,20210721,30.0-89.0,32.9,,,,,,,1913.148148148148,0.0
25100,1018.7,20210722,28.0-96.0,29.2,,,,,,,,0.0
25101,1019.1,20210722,30.0-87.0,30.7,,,,,,,,0.0
25102,1020.3,20210722,29.0-89.0,30.6,,,,,,,,0.0
25103,1020.1,20210722,29.0-90.0,31.1,,,,,,,,0.0
25104,1020.1,20210722,30.0-90.0,30.1,,,,,,,,0.0
25105,1020.4,20210722,30.0-91.0,31.0,,,,,,,,0.0
25106,1017.9,20210722,30.0-93.0,29.9,,,,,,,,0.0
25107,1018.4,20210722,30.0-94.0,29.5,,,,,,,,0.0
25108,1019.2,20210722,30.0-95.0,30.2,,,,,,,,0.0
25109,1019.0,20210722,29.0-95.0,28.4,,,,,,,,0.0
25110,1018.6,20210722,28.0-97.0,29.2,,,8.14,,,,,0.0
25111,1018.8,20210722,29.0-96.0,29.7,,,,,,,,0.0
25112,1018.8,20210722,29.0-97.0,30.1,,,,,,,,0.0
25113,1020.0,20210722,29.0-91.0,30.1,-9999.0,,-9999.0,,,,,0.0
25114,1020.0,20210722,30.0-88.0,30.0,,,0.0,,,,,0.0
25115,,20210722,28.0-95.0,29.6,,,,,,,,0.0
25116,,20210722,29.0-94.0,29.7,,,,,,,,0.0
25117,,20210722,30.0-89.0,36.1,,,,,,,,0.0
25118,,20210722,29.0-92.0,,,,,,,412.786499023438,,0.0
25119,,20210722,29.0-92.0,,,,,,,413.294830322266,,0.0
25120,,20210722,29.0-92.0,,,,,,,414.258666992188,,0.0
25121,,20210722,29.0-92.0,,,,,,,415.35498046875,,0.0
25122,,20210722,29.0-92.0,,,,,,,414.078857421875,,0.0
25123,,20210722,29.0-92.0,,,,,,,415.428955078125,,0.0
25124,,20210722,29.0-92.0,,,,,,,415.906799316406,,0.0
25125,,20210722,29.0-92.0,,,,,,,414.158203125,,0.0
25126,,20210722,29.0-92.0,,,,,,,415.519683837891,,0.0
25127,,20210722,29.0-92.0,,,,,,,416.338714599609,,0.0
25128,1018.4,20210723,28.0-96.0,29.5,,,,,,,,0.0
25129,1017.4,20210723,28.0-97.0,29.9,,,7.65,,,,,0.0
25130,1016.9,20210723,30.0-87.0,31.7,,,,,,,,0.0
25131,1018.7,20210723,29.0-89.0,30.8,,,,,,,,0.0
25132,1018.5,20210723,29.0-90.0,30.3,,,,,,,,0.0
25133,1018.4,20210723,30.0-90.0,32.5,,,,,,,,0.0
25134,1019.5,20210723,30.0-91.0,29.9,,,,,,,,0.0
25135,1016.8,20210723,30.0-93.0,30.2,,,,,,,,0.0
25136,1017.4,20210723,30.0-94.0,29.9,,,,,,,,0.0
25137,1017.9,20210723,30.0-95.0,31.1,,,,,,,,0.0
25138,1018.1,20210723,29.0-95.0,30.5,,,,,,,,0.0
25139,1018.1,20210723,29.0-96.0,29.9,,,,,,,,0.0
25140,1018.0,20210723,29.0-97.0,30.7,,,,,,,,0.0
25141,1018.0,20210723,29.0-91.0,30.7,-9999.0,,-9999.0,,,,,0.0
25142,1018.0,20210723,30.0-88.0,29.6,,,0.0,,,,,0.0
25143,,20210723,28.0-95.0,29.4,,,,,,,,0.0
25144,,20210723,29.0-94.0,30.0,,,,,,,,0.0
25145,,20210723,30.0-89.0,32.9,,,,,,,,0.0
25146,1016.2,20210724,28.0-96.0,29.4,,,,,,,1913.438740079365,0.0
25147,1015.2,20210724,28.0-97.0,30.0,,,9.92,,,,1913.438740079365,0.0
25148,1016.0,20210724,30.0-87.0,30.4,,,,,,,1913.438740079365,0.0
25149,1016.5,20210724,29.0-89.0,31.7,,,,,,,1913.438740079365,0.0
25150,1016.5,20210724,29.0-90.0,30.4,,,,,,,1913.438740079365,0.0
25151,1016.0,20210724,30.0-90.0,34.5,,,,,,,1913.438740079365,0.0
25152,1016.5,20210724,30.0-91.0,32.5,,,,,,,1913.438740079365,0.0
25153,1015.1,20210724,30.0-93.0,30.2,,,,,,,1913.438740079365,0.0
25154,1015.6,20210724,30.0-94.0,29.6,,,,,,,1913.438740079365,0.0
25155,1016.3,20210724,30.0-95.0,30.3,,,,,,,1913.438740079365,0.0
25156,1016.2,20210724,29.0-96.0,29.6,,,,,,,1913.438740079365,0.0
25157,1015.7,20210724,29.0-97.0,30.9,,,,,,,1913.438740079365,0.0
25158,1016.2,20210724,29.0-95.0,30.0,,,,,,,1913.438740079365,0.0
25159,1015.0,20210724,29.0-91.0,29.6,-9999.0,,-9999.0,,,,1913.438740079365,0.0
25160,1016.0,20210724,30.0-88.0,25.4,,,0.0,,,,1913.438740079365,0.0
25161,,20210724,28.0-95.0,29.4,,,,,,,1913.438740079365,0.0
25162,,20210724,29.0-94.0,29.6,,,,,,,1913.438740079365,0.0
25163,,20210724,30.0-89.0,31.4,,,,,,,1913.438740079365,0.0
25164,,20210724,29.0-92.0,,,,,,,411.958099365234,1913.438740079365,0.0
25165,,20210724,29.0-92.0,,,,,,,412.122955322266,1913.438740079365,0.0
25166,1014.3,20210725,28.0-96.0,29.4,,,,,,,,0.0
25167,1014.6,20210725,28.0-95.0,30.2,,,,,,,,0.0
25168,1013.0,20210725,29.0-94.0,29.7,,,,,,,,0.0
25169,1013.3,20210725,28.0-97.0,29.9,,,10.09,,,,,0.0
25170,1013.4,20210725,30.0-87.0,30.9,,,,,,,,0.0
25171,1013.5,20210725,29.0-89.0,30.9,,,,,,,,0.0
25172,1013.4,20210725,29.0-90.0,30.7,,,,,,,,0.0
25173,1012.3,20210725,30.0-90.0,32.0,,,,,,,,0.0
25174,1013.4,20210725,30.0-91.0,32.5,,,,,,,,0.0
25175,1011.5,20210725,30.0-93.0,30.0,,,,,,,,0.0
25176,1011.9,20210725,30.0-94.0,29.6,,,,,,,,0.0
25177,1012.8,20210725,30.0-95.0,31.0,,,,,,,,0.0
25178,1013.2,20210725,29.0-95.0,30.0,,,,,,,,0.0
25179,1013.1,20210725,29.0-96.0,30.1,,,,,,,,0.0
25180,1013.5,20210725,29.0-97.0,30.8,,,,,,,,0.0
25181,1012.0,20210725,29.0-91.0,30.3,23.66,,7.81,,,,,0.0
25182,1014.0,20210725,30.0-88.0,30.3,,,0.0,,,,,0.0
25183,,20210725,30.0-89.0,34.7,,,,,,,,0.0
25184,,20210725,29.0-92.0,,,,,,,406.829498291016,,0.0
25185,1013.6,20210726,28.0-96.0,29.9,,,,,,,,0.0
25186,1014.1,20210726,28.0-95.0,30.0,,,,,,,,0.0
25187,1013.1,20210726,29.0-94.0,29.9,,,,,,,,0.0
25188,1012.8,20210726,28.0-97.0,30.2,,,10.15,,,,,0.0
25189,1013.1,20210726,30.0-87.0,31.6,,,,,,,,0.0
25190,1013.6,20210726,29.0-89.0,32.2,,,,,,,,0.0
25191,1013.5,20210726,29.0-90.0,31.1,,,,,,,,0.0
25192,1013.6,20210726,30.0-90.0,32.0,,,,,,,,0.0
25193,1013.8,20210726,30.0-91.0,25.5,,,,,,,,0.0
25194,1011.4,20210726,30.0-93.0,30.8,,,,,,,,0.0
25195,1011.9,20210726,30.0-94.0,30.2,,,,,,,,0.0
25196,1012.5,20210726,30.0-95.0,31.9,,,,,,,,0.0
25197,1012.7,20210726,29.0-96.0,30.5,,,,,,,,0.0
25198,1013.0,20210726,29.0-97.0,31.6,,,,,,,,0.0
25199,1012.6,20210726,29.0-95.0,30.9,,,,,,,,0.0
25200,1013.0,20210726,29.0-91.0,30.1,21.78,,7.94,,,,,0.0
25201,1013.0,20210726,30.0-88.0,30.7,,,0.0,,,,,0.0
25202,,20210726,30.0-89.0,33.4,,,,,,,,0.0
25203,,20210726,29.0-92.0,,,,,,,412.660186767578,,0.0
25204,,20210726,29.0-92.0,,,,,,,410.342590332031,,0.0
25205,1014.4,20210727,28.0-96.0,30.0,,,,,,,1913.7293320105816,0.0
